day,hour,temperature,wind,sharedbikes
57,6,65,80,609
57,7,60,80,2081
57,8,70,80,3864
57,9,70,100,1824
57,10,75,110,933
57,11,90,90,795
57,12,90,75,996
57,13,90,75,922
57,14,85,85,832
57,15,85,130,966
57,16,90,110,1437
57,17,90,40,2777
57,18,80,70,2223
57,19,70,140,1210
57,20,70,110,877
57,21,70,50,605
57,22,60,75,444
57,23,50,90,289
58,0,45,75,145
58,1,40,70,81
58,2,40,65,45
58,3,35,80,34
58,4,30,65,31
58,5,30,65,96
58,6,25,60,627
58,7,35,65,2052
58,8,45,65,3858
58,9,70,60,1896
58,10,70,110,921
58,11,75,150,702
58,12,80,130,948
58,13,85,120,1047
58,14,95,90,1008
58,15,95,65,1080
58,16,90,90,1511
58,17,90,50,2878
58,18,90,40,2788
58,19,85,55,1520
58,20,75,75,922
58,21,60,80,662
58,22,55,80,497
58,23,50,100,323
59,0,50,120,173
59,1,50,120,84
59,2,60,110,49
59,3,60,140,40
59,4,60,170,28
59,5,60,195,59
59,6,50,200,247
59,7,55,200,974
59,8,65,205,2658
59,9,70,195,1251
59,10,85,210,636
59,11,105,210,630
59,12,115,230,739
59,13,105,220,742
59,14,120,330,854
59,15,120,295,983
59,16,120,290,1357
59,17,110,260,2601
59,18,110,230,2399
59,19,100,205,1411
59,20,95,185,911
59,21,90,220,634
59,22,85,220,506
59,23,80,240,339
60,0,75,220,190
60,1,70,260,128
60,2,60,185,75
60,3,60,215,38
60,4,60,210,43
60,5,60,180,99
60,6,55,180,517
60,7,65,195,1709
60,8,75,140,3514
60,9,80,150,1866
60,10,90,130,977
60,11,100,170,963
60,12,115,150,1217
60,13,120,170,1288
60,14,120,150,1285
60,15,130,120,1377
60,16,125,120,1917
60,17,120,150,3034
60,18,110,160,2410
60,19,100,150,1353
60,20,90,140,799
60,21,80,90,599
60,22,80,80,507
60,23,80,60,443
61,0,90,305,132
61,1,90,280,59
61,2,80,220,47
61,3,80,230,28
61,4,80,310,27
61,5,80,280,86
61,6,70,260,458
61,7,70,230,1623
61,8,80,205,3370
61,9,80,250,1650
61,10,95,290,782
61,11,95,250,747
61,12,105,240,1101
61,13,110,230,1119
61,14,115,220,1053
61,15,115,285,1044
61,16,110,295,1370
61,17,100,240,2558
61,18,100,200,1868
61,19,95,180,1163
61,20,110,240,769
61,21,115,310,461
61,22,120,370,376
61,23,125,400,215
62,0,130,425,48
62,1,130,460,21
62,6,110,430,459
62,7,110,480,1635
62,8,110,460,3297
62,9,110,445,1716
62,10,110,455,872
62,11,120,480,737
62,12,120,475,963
62,13,130,465,974
62,14,130,480,894
62,15,125,470,992
62,16,110,425,1271
62,17,110,445,2476
62,18,110,425,2623
62,19,85,315,1556
62,20,80,305,778
62,21,80,260,559
62,22,80,350,445
62,23,80,330,286
63,0,70,290,155
63,1,70,340,98
63,2,65,350,46
63,3,60,315,30
63,4,60,330,36
63,5,60,340,65
63,6,60,340,512
63,7,60,330,1703
63,8,70,340,3473
63,9,85,315,1797
63,10,95,330,903
63,11,95,380,796
63,12,100,380,1094
63,13,110,370,1013
63,14,115,325,942
63,15,110,305,991
63,16,105,330,1471
63,17,100,305,2501
63,18,100,295,2543
63,19,100,300,1462
63,20,100,280,874
63,21,90,280,529
63,22,80,230,328
63,23,80,210,177
64,0,85,320,104
64,1,95,310,76
64,2,100,295,55
64,3,100,305,23
64,4,80,185,27
64,5,70,175,61
64,6,70,140,374
64,7,70,100,1283
64,8,70,140,2813
64,9,70,120,1521
64,10,80,120,847
64,11,80,120,804
64,12,80,110,1010
64,13,95,65,1062
64,14,100,90,1103
64,15,110,100,1279
64,16,115,70,1779
64,17,115,100,2679
64,18,110,100,2214
64,19,110,90,1374
64,20,100,90,815
64,21,95,140,545
64,22,90,160,489
64,23,85,110,345
65,0,65,120,144
65,1,60,55,86
65,2,60,20,35
65,3,50,40,39
65,4,55,20,30
65,5,50,40,98
65,6,50,50,456
65,7,60,20,1567
65,8,80,50,3226
65,9,95,50,1633
65,10,115,65,887
65,11,120,90,1001
65,12,140,65,1315
65,13,155,50,1388
65,14,165,65,1450
65,15,175,90,1646
65,16,175,60,2208
65,17,175,100,3721
65,18,170,90,3633
65,19,155,90,2066
65,20,130,130,1138
65,21,120,75,707
65,22,120,70,606
65,23,120,80,361
66,0,110,80,236
66,1,110,65,136
66,2,105,80,72
66,3,100,65,54
66,4,95,70,39
66,5,90,30,107
66,6,90,40,580
66,7,90,50,1890
66,8,90,40,3714
66,9,110,0,1849
66,10,125,70,994
66,11,135,65,1010
66,12,155,50,1396
66,13,160,140,1428
66,14,160,210,1490
66,15,160,250,1516
66,16,155,230,2051
66,17,145,230,3610
66,18,135,220,3513
66,19,120,190,2058
66,20,105,140,1167
66,21,95,120,742
66,22,90,120,615
66,23,90,90,376
67,0,80,130,217
67,1,75,130,160
67,2,70,100,134
67,3,70,110,56
67,4,70,110,39
67,5,70,90,88
67,6,70,110,575
67,7,70,120,1925
67,8,70,100,3712
67,9,75,65,1827
67,10,85,100,1041
67,11,105,80,1097
67,12,140,90,1460
67,13,145,70,1496
67,14,155,80,1530
67,15,160,100,1615
67,16,160,100,2120
67,17,160,140,3573
67,18,145,180,3533
67,19,125,160,2251
67,20,110,120,1215
67,21,105,110,777
67,22,105,80,645
67,23,100,60,434
68,0,90,50,120
68,1,85,70,30
68,2,80,60,73
68,3,80,50,64
68,4,80,60,57
68,5,65,75,86
68,6,70,80,505
68,7,75,110,1703
68,8,85,110,3473
68,9,105,150,1926
68,10,130,150,1174
68,11,145,150,1239
68,12,160,180,1528
68,13,170,140,1602
68,14,180,170,1596
68,15,195,130,1914
68,16,205,170,2311
68,17,200,160,3751
68,18,185,160,3325
68,19,175,160,2059
68,20,155,120,1308
68,21,145,75,863
68,22,140,95,727
68,23,130,185,618
69,0,90,110,234
69,1,90,75,94
69,2,85,50,40
69,3,85,55,35
69,4,80,60,42
69,5,80,60,103
69,6,80,65,563
69,7,80,80,1948
69,8,90,70,3752
69,9,95,70,1799
69,10,110,65,797
69,11,125,75,813
69,12,130,150,990
69,13,140,140,1095
69,14,145,130,1013
69,15,160,100,1172
69,16,160,90,1676
69,17,165,130,3600
69,18,160,150,3567
69,19,150,140,2076
69,20,135,150,1174
69,21,125,120,690
69,22,115,120,483
69,23,110,80,292
70,0,110,110,150
70,1,100,130,87
70,2,100,120,53
70,3,100,100,27
70,4,100,110,39
70,5,95,120,96
70,6,95,150,685
70,7,100,160,2321
70,8,115,195,4196
70,9,135,190,2038
70,10,155,195,990
70,11,180,215,1049
70,12,205,270,1464
70,13,215,260,1596
70,14,225,240,1511
70,15,225,280,1665
70,16,220,260,2360
70,17,220,210,4144
70,18,215,195,4062
70,19,200,190,2569
70,20,180,140,1399
70,21,165,100,904
70,22,155,90,701
70,23,145,90,413
71,0,140,120,210
71,1,140,120,128
71,2,130,120,81
71,3,125,90,57
71,4,120,70,49
71,5,115,70,113
71,6,125,70,655
71,7,135,55,2393
71,8,155,70,4246
71,9,185,120,2200
71,10,195,120,1132
71,11,215,140,1146
71,12,235,170,1624
71,13,235,170,1722
71,14,230,180,1733
71,15,240,205,1888
71,16,250,185,2455
71,17,235,195,4446
71,18,225,180,4492
71,19,215,160,2814
71,20,190,150,1606
71,21,145,215,1039
71,22,120,215,773
71,23,110,185,468
72,0,110,185,235
72,1,105,160,159
72,2,100,150,73
72,3,100,130,46
72,4,90,120,39
72,5,90,110,103
72,6,90,110,683
72,7,95,160,2265
72,8,110,190,4211
72,9,115,195,2111
72,10,135,205,1122
72,11,140,230,1037
72,12,150,270,1265
72,13,155,260,1385
72,14,155,260,1353
72,15,150,270,1455
72,16,140,250,1995
72,17,130,230,3334
72,18,120,195,3012
72,19,110,200,1904
72,20,110,205,1036
72,21,105,195,690
72,22,100,230,581
72,23,100,200,395
73,0,100,230,241
73,1,100,200,105
73,2,90,205,61
73,3,90,190,56
73,4,90,200,31
73,5,90,180,97
73,6,90,185,551
73,7,90,205,2032
73,8,95,260,3868
73,9,115,270,1970
73,10,120,305,1087
73,11,120,305,1078
73,12,130,295,1423
73,13,130,280,1521
73,14,130,305,1377
73,15,130,290,1536
73,16,130,270,2067
73,17,120,260,3418
73,18,110,240,2761
73,19,105,220,1712
73,20,100,195,1020
73,21,95,200,708
73,22,90,190,594
73,23,80,195,482
74,0,80,100,139
74,1,75,65,108
74,2,70,65,43
74,3,60,50,28
74,4,60,65,38
74,5,50,75,101
74,6,50,50,603
74,7,65,65,2106
74,8,85,80,4220
74,9,115,80,2098
74,10,135,160,972
74,11,155,195,989
74,12,165,230,1288
74,13,170,230,1364
74,14,170,230,1335
74,15,170,220,1480
74,16,170,220,2123
74,17,160,230,4080
74,18,145,240,3904
74,19,125,210,2273
74,20,110,140,1275
74,21,100,120,736
74,22,85,130,492
74,23,85,75,262
75,0,85,75,120
75,1,80,65,72
75,2,70,60,47
75,3,60,60,29
75,4,60,55,47
75,5,55,50,113
75,6,60,50,706
75,7,75,80,2531
75,8,95,90,4628
75,9,125,130,2286
75,10,135,130,1144
75,11,155,120,1062
75,12,160,130,1415
75,13,165,170,1527
75,14,170,180,1402
75,15,170,190,1597
75,16,165,220,2190
75,17,155,195,4148
75,18,135,200,4143
75,19,125,180,2449
75,20,120,170,1359
75,21,110,170,910
75,22,100,150,620
75,23,100,140,363
76,0,95,130,168
76,1,90,100,77
76,2,80,90,43
76,3,75,65,23
76,4,65,60,33
76,5,60,65,116
76,6,60,70,725
76,7,75,110,2512
76,8,85,140,4443
76,9,110,185,2275
76,10,125,230,1218
76,11,130,260,1093
76,12,130,270,1428
76,13,135,270,1388
76,14,135,240,1257
76,15,140,290,1215
76,16,140,270,1805
76,17,140,230,3619
76,18,130,210,3754
76,19,120,185,2087
76,20,105,150,1302
76,21,95,120,804
76,22,85,130,593
76,23,90,175,403
77,0,90,170,175
77,1,90,170,113
77,2,90,150,77
77,3,90,140,41
77,4,85,180,38
77,5,80,150,110
77,6,80,140,666
77,7,80,110,2218
77,8,90,110,4267
77,9,90,100,2119
77,10,95,100,994
77,11,105,120,986
77,12,115,130,1336
77,13,130,80,1397
77,14,140,80,1350
77,15,145,110,1542
77,16,150,120,2105
77,17,145,150,3755
77,18,135,190,3680
77,19,115,170,2300
77,20,105,160,1402
77,21,90,130,927
77,22,80,110,686
77,23,80,100,489
78,0,80,65,288
78,1,80,55,153
78,2,80,0,88
78,3,80,60,57
78,4,80,60,54
78,5,80,60,106
78,6,80,70,604
78,7,95,90,2175
78,8,105,90,4069
78,9,125,100,2265
78,10,150,150,1191
78,11,165,170,1145
78,12,175,180,1579
78,13,180,185,1539
78,14,180,250,1425
78,15,170,220,1598
78,16,180,220,2203
78,17,170,205,3558
78,18,165,210,2992
78,19,160,220,1806
78,20,145,180,1219
78,21,140,200,746
78,22,130,190,684
78,23,130,170,558
79,0,75,50,199
79,1,80,85,84
79,2,65,80,56
79,3,60,70,26
79,4,55,70,42
79,5,50,75,95
79,6,45,50,657
79,7,55,65,2145
79,8,70,100,4437
79,9,85,100,2117
79,10,100,60,1082
79,11,110,80,1084
79,12,110,70,1244
79,13,125,50,1271
79,14,120,55,1135
79,15,120,50,1222
79,16,120,50,1749
79,17,125,100,3645
79,18,125,140,3687
79,19,120,175,2050
79,20,120,220,1074
79,21,110,250,722
79,22,95,230,384
79,23,85,240,282
80,0,80,210,133
80,1,70,230,82
80,2,70,230,31
80,3,65,180,28
80,4,60,195,35
80,5,50,195,109
80,6,55,205,729
80,7,65,195,2416
80,8,80,280,4453
80,9,90,260,2139
80,10,105,240,1073
80,11,110,280,1010
80,12,125,270,1303
80,13,125,290,1324
80,14,135,280,1253
80,15,130,280,1241
80,16,140,260,1924
80,17,135,290,3794
80,18,125,250,3741
80,19,120,210,2056
80,20,110,200,1241
80,21,100,190,726
80,22,95,160,580
80,23,90,150,362
81,0,85,140,168
81,1,80,140,94
81,2,80,170,50
81,3,80,180,32
81,4,80,160,38
81,5,80,160,101
81,6,80,140,621
81,7,90,195,2288
81,8,100,220,4069
81,9,105,240,1278
81,10,110,240,855
81,11,105,295,256
81,12,100,240,515
81,13,95,205,543
81,14,100,150,699
81,15,110,170,1007
81,16,130,200,1553
81,17,130,220,3330
81,18,125,210,3408
81,19,120,190,2101
81,20,110,150,1204
81,21,90,150,782
81,22,90,140,623
81,23,90,170,415
82,0,85,170,201
82,1,80,180,100
82,2,75,180,65
82,3,70,180,38
82,4,70,160,46
82,5,65,150,105
82,6,70,150,731
82,7,85,195,2273
82,8,95,220,4283
82,9,115,225,2197
82,10,125,260,1126
82,11,125,250,982
82,12,140,230,1405
82,13,155,240,1301
82,14,140,225,1330
82,15,145,195,1389
82,16,140,225,1864
82,17,145,205,3341
82,18,130,160,3438
82,19,120,140,2095
82,20,115,90,1261
82,21,110,80,883
82,22,95,120,673
82,23,85,160,494
83,0,75,140,143
83,1,70,110,61
83,2,70,90,26
83,3,70,70,15
83,4,65,90,30
83,5,70,100,82
83,6,70,100,530
83,7,70,170,1863
83,8,80,220,3791
83,9,90,270,2033
83,10,100,250,1124
83,11,105,240,1183
83,12,110,240,1564
83,13,115,260,1558
83,14,120,220,1515
83,15,120,240,1571
83,16,115,250,2199
83,17,115,240,3326
83,18,100,240,2721
83,19,100,240,1624
83,20,90,210,941
83,21,90,190,636
83,22,90,180,574
83,23,80,170,469
84,0,130,195,50
84,1,130,190,48
84,2,135,150,29
84,3,145,70,29
84,4,155,130,35
84,5,160,150,106
84,6,160,205,590
84,7,155,230,1853
84,8,155,280,3516
84,9,150,390,1876
84,10,145,380,806
84,11,140,380,832
84,12,160,425,1053
84,13,160,435,1155
84,14,160,445,1053
84,15,160,415,1117
84,16,160,425,1599
84,17,150,435,3302
84,18,145,410,3143
84,19,140,370,1812
84,20,135,380,978
84,21,130,340,705
84,22,130,305,484
84,23,125,315,317
85,0,120,295,190
85,1,115,295,81
85,2,110,290,44
85,3,105,260,38
85,4,100,220,48
85,5,110,230,48
85,6,100,260,539
85,7,110,280,1809
85,8,115,290,3911
85,9,130,340,1979
85,10,130,360,903
85,11,135,380,763
85,12,140,405,887
85,13,135,420,813
85,14,125,380,514
85,15,145,305,946
85,16,145,380,1260
85,17,140,370,2605
85,18,140,370,3006
85,19,135,295,1371
85,20,135,360,1050
85,21,130,315,719
85,22,130,315,556
85,23,120,305,358
86,0,120,290,173
86,1,110,280,91
86,2,110,240,64
86,3,110,220,46
86,4,110,200,51
86,5,110,200,118
86,6,105,195,678
86,7,110,170,2323
86,8,115,160,4098
86,9,125,195,2169
86,10,140,170,1078
86,11,150,170,1048
86,12,155,170,1328
86,13,165,205,1263
86,14,170,240,1172
86,15,160,260,1257
86,16,160,200,1880
86,17,160,205,3434
86,18,150,190,3460
86,19,140,195,2104
86,20,130,175,1277
86,21,125,160,918
86,22,120,110,630
86,23,110,110,484
87,0,110,110,260
87,1,105,100,143
87,2,100,90,123
87,3,100,80,65
87,4,100,60,71
87,5,100,50,115
87,6,105,20,629
87,7,110,50,1861
87,8,110,60,3744
87,9,125,70,2149
87,10,135,120,1131
87,11,150,130,999
87,12,165,170,1373
87,13,170,180,1370
87,14,165,150,1176
87,15,150,185,1287
87,16,140,170,1499
87,17,150,140,2323
87,18,145,150,2260
87,19,145,150,1475
87,20,140,150,1015
87,21,140,170,652
87,22,140,180,577
87,23,140,170,581
88,0,140,65,237
88,1,135,90,122
88,2,150,90,101
88,3,145,85,41
88,4,140,50,63
88,5,145,65,120
88,6,155,130,694
88,7,155,180,2218
88,8,160,175,4227
88,9,170,230,2202
88,10,185,240,1091
88,11,200,220,1126
88,12,210,215,1420
88,13,215,220,1384
88,14,215,250,1313
88,15,220,200,1463
88,16,215,210,2027
88,17,200,240,4023
88,18,195,220,4059
88,19,180,200,2405
88,20,170,200,1510
88,21,160,190,893
88,22,150,185,583
88,23,150,190,397
89,0,140,185,174
89,1,135,160,98
89,2,130,140,60
89,3,125,140,60
89,4,120,120,57
89,5,120,160,131
89,6,125,140,774
89,7,130,195,2525
89,8,130,220,4413
89,9,130,220,1837
89,10,130,250,976
89,11,145,270,1043
89,12,170,280,1336
89,13,165,320,1349
89,14,180,315,1318
89,15,180,350,1361
89,16,170,340,2001
89,17,180,340,3988
89,18,175,310,4103
89,19,165,270,2592
89,20,150,280,1510
89,21,140,210,1045
89,22,135,200,681
89,23,125,160,388
90,0,115,110,184
90,1,110,110,97
90,2,100,120,76
90,3,90,120,42
90,4,85,140,44
90,5,80,110,137
90,6,90,80,765
90,7,105,55,2567
90,8,130,20,4675
90,9,145,65,2411
90,10,160,90,1180
90,11,165,75,1150
90,12,180,70,1550
90,13,180,55,1567
90,14,190,80,1573
90,15,190,90,1699
90,16,190,85,2286
90,17,185,150,4129
90,18,180,140,4207
90,19,150,210,2489
90,20,135,240,1597
90,21,120,240,1041
90,22,115,195,755
90,23,110,150,478
91,0,100,150,235
91,1,100,160,134
91,2,100,150,52
91,3,90,195,54
91,4,90,170,48
91,5,90,180,110
91,6,95,170,727
91,7,110,250,2085
91,8,110,285,3612
91,9,110,280,2037
91,10,110,290,545
91,11,110,305,365
91,12,110,320,520
91,13,100,350,321
91,14,95,275,203
91,15,100,230,248
91,16,100,210,485
91,17,100,210,851
91,18,100,170,1008
91,19,90,170,613
91,20,90,160,573
91,21,90,150,355
91,22,95,140,239
91,23,90,160,189
92,0,90,170,94
92,1,90,140,32
92,2,90,120,31
92,3,90,110,41
92,4,90,100,51
92,5,90,120,101
92,6,90,120,590
92,7,90,160,1985
92,8,100,140,4101
92,9,110,110,2262
92,10,120,80,1246
92,11,120,140,1257
92,12,120,110,1565
92,13,130,130,1578
92,14,135,110,1462
92,15,145,90,1626
92,16,160,120,2185
92,17,155,160,3848
92,18,150,180,3203
92,19,145,185,1970
92,20,140,180,1281
92,21,135,180,774
92,22,125,210,520
92,23,120,210,540
93,0,120,150,224
93,1,120,160,120
93,2,110,150,97
93,3,105,120,43
93,4,100,140,41
93,5,100,160,121
93,6,105,160,640
93,7,110,185,1839
93,8,115,205,3107
93,9,120,230,1082
93,10,125,220,470
93,11,130,310,316
93,12,140,290,456
93,13,150,380,746
93,14,150,460,770
93,15,145,285,1039
93,16,150,305,1579
93,17,155,360,3508
93,18,150,305,3361
93,19,135,340,1987
93,20,125,295,1188
93,21,115,305,742
93,22,105,280,520
93,23,100,230,292
94,0,95,215,148
94,1,90,215,83
94,2,90,240,59
94,3,90,280,46
94,4,85,260,44
94,5,80,230,149
94,6,90,270,736
94,7,100,270,2382
94,8,110,290,4379
94,9,120,280,2110
94,10,125,270,991
94,11,140,270,831
94,12,115,275,1061
94,13,145,215,1140
94,14,105,195,774
94,15,120,185,958
94,16,130,215,1496
94,17,135,270,3181
94,18,125,310,3146
94,19,115,205,1684
94,20,115,220,1244
94,21,105,195,738
94,22,100,240,570
94,23,95,210,381
95,0,90,185,178
95,1,85,190,91
95,2,90,170,42
95,3,85,185,32
95,4,70,170,39
95,5,70,160,140
95,6,80,175,733
95,7,95,210,2326
95,8,105,210,4428
95,9,110,225,2145
95,10,120,220,947
95,11,120,205,803
95,12,130,160,1066
95,13,140,205,1210
95,14,135,195,1106
95,15,140,195,1011
95,16,150,260,1675
95,17,150,250,3412
95,18,150,250,3589
95,19,145,230,2094
95,20,140,175,1318
95,21,130,120,928
95,22,125,80,704
95,23,110,60,517
96,0,100,80,232
96,1,100,120,104
96,2,95,130,68
96,3,80,100,57
96,4,80,100,54
96,5,80,160,149
96,6,90,130,704
96,7,105,130,2322
96,8,120,110,4395
96,9,145,140,2363
96,10,155,150,1166
96,11,170,150,1159
96,12,180,190,1473
96,13,190,190,1424
96,14,190,200,1419
96,15,200,180,1536
96,16,200,210,2162
96,17,200,205,3810
96,18,195,195,3764
96,19,190,180,2290
96,20,175,195,1640
96,21,165,160,1097
96,22,155,170,841
96,23,150,205,604
97,0,135,185,357
97,1,125,170,189
97,2,115,150,94
97,3,105,120,84
97,4,100,140,68
97,5,100,140,147
97,6,100,130,632
97,7,110,130,1970
97,8,130,130,3966
97,9,145,120,2311
97,10,165,140,1283
97,11,190,150,1224
97,12,195,130,1588
97,13,190,220,1592
97,14,185,190,1480
97,15,180,170,1709
97,16,185,140,2309
97,17,190,100,3545
97,18,195,95,3016
97,19,190,130,1994
97,20,190,110,1331
97,21,185,110,987
97,22,180,80,801
97,23,180,100,758
98,0,140,100,252
98,1,130,120,140
98,2,125,130,76
98,3,120,100,63
98,4,110,120,64
98,5,110,140,120
98,6,120,150,625
98,7,120,150,1941
98,8,130,180,3972
98,9,140,180,1958
98,10,150,170,1207
98,11,160,130,1210
98,12,170,140,1566
98,13,170,120,1575
98,14,180,185,1622
98,15,180,150,1804
98,16,180,150,2206
98,17,185,160,4018
98,18,180,180,3960
98,19,175,160,2521
98,20,165,180,1637
98,21,155,170,1127
98,22,145,130,708
98,23,140,110,437
99,0,125,150,222
99,1,115,130,120
99,2,110,140,99
99,3,105,140,72
99,4,100,90,57
99,5,100,130,118
99,6,100,160,735
99,7,110,160,2279
99,8,115,120,4348
99,9,135,70,2330
99,10,145,80,1202
99,11,165,110,1248
99,12,180,130,1548
99,13,185,140,1659
99,14,200,160,1693
99,15,205,195,1919
99,16,205,230,2443
99,17,195,250,4118
99,18,180,270,4010
99,19,170,260,2404
99,20,160,240,1496
99,21,155,195,990
99,22,150,195,792
99,23,140,260,505
100,0,140,230,237
100,1,130,280,146
100,2,130,260,82
100,3,130,220,63
100,4,130,200,47
100,5,130,200,126
100,6,130,240,699
100,7,135,260,2128
100,8,145,250,4302
100,9,155,260,2266
100,10,150,250,1270
100,11,165,280,1206
100,12,175,240,1562
100,13,170,230,1615
100,14,170,250,1485
100,15,175,250,1623
100,16,170,210,2057
100,17,170,220,3630
100,18,170,225,3580
100,19,160,210,2332
100,20,160,200,1517
100,21,150,205,1054
100,22,140,205,771
100,23,130,195,589
101,0,125,160,350
101,1,115,160,258
101,2,110,170,151
101,3,110,170,79
101,4,110,160,83
101,5,110,195,121
101,6,110,190,578
101,7,115,180,1845
101,8,125,195,3904
101,9,135,280,2077
101,10,135,260,717
101,11,125,240,367
101,12,120,270,429
101,13,120,305,800
101,14,120,260,940
101,15,135,260,1145
101,16,135,270,1590
101,17,140,260,2867
101,18,140,265,2737
101,19,135,270,1775
101,20,130,240,1190
101,21,130,180,783
101,22,120,170,671
101,23,120,220,566
102,0,100,195,226
102,1,100,180,114
102,2,90,160,65
102,3,90,160,34
102,4,90,170,51
102,5,90,150,139
102,6,95,150,625
102,7,110,180,2190
102,8,120,220,4183
102,9,135,230,2077
102,10,145,250,904
102,11,150,250,894
102,12,135,260,1165
102,13,120,260,1204
102,14,140,260,1061
102,15,140,290,1136
102,16,140,285,1645
102,17,130,295,2764
102,18,140,270,3273
102,19,135,260,1868
102,20,130,250,1053
102,21,130,270,591
102,22,130,340,363
102,23,120,340,239
103,0,120,360,153
103,1,130,400,67
103,2,130,360,51
103,3,135,350,38
103,4,140,320,57
103,5,140,300,113
103,6,140,295,604
103,7,150,295,1830
103,8,160,320,3700
103,9,160,330,1991
103,10,165,360,916
103,11,170,330,807
103,12,165,350,968
103,13,170,380,906
103,14,175,410,915
103,15,185,435,1081
103,16,190,400,1550
103,17,190,390,3419
103,18,180,340,3474
103,19,170,310,2088
103,20,160,260,1349
103,21,150,250,869
103,22,145,260,620
103,23,140,240,373
104,0,140,220,202
104,1,140,210,138
104,2,135,200,55
104,3,130,200,53
104,4,125,230,38
104,5,130,205,135
104,6,130,185,735
104,7,140,230,2380
104,8,150,250,4607
104,9,160,260,2404
104,10,160,215,1137
104,11,180,250,1058
104,12,175,210,1462
104,13,185,190,1458
104,14,190,195,1437
104,15,190,155,1498
104,16,200,150,2135
104,17,185,150,3891
104,18,185,130,4096
104,19,190,150,2558
104,20,180,120,1576
104,21,170,65,1114
104,22,155,20,698
104,23,145,30,512
105,0,140,20,291
105,1,130,60,169
105,2,125,50,139
105,3,120,30,81
105,4,110,20,70
105,5,115,0,132
105,6,140,20,728
105,7,155,30,2488
105,8,160,75,4581
105,9,180,120,2447
105,10,185,150,1227
105,11,200,170,1272
105,12,205,195,1695
105,13,210,215,1734
105,14,215,240,1676
105,15,220,240,1908
105,16,220,200,2584
105,17,220,185,4322
105,18,210,160,4365
105,19,185,220,2782
105,20,175,185,1900
105,21,160,160,1313
105,22,150,180,875
105,23,150,160,672
106,0,140,130,398
106,1,140,140,199
106,2,140,110,190
106,6,155,80,473
106,7,175,75,1935
106,8,185,90,3793
106,9,220,75,2335
106,10,245,140,1259
106,11,240,210,1138
106,12,230,260,1568
106,13,240,195,1700
106,14,245,205,1558
106,15,250,180,1877
106,16,240,250,2529
106,17,230,250,3995
106,18,230,260,3411
106,19,215,295,2207
106,20,190,300,1531
106,21,165,280,1077
106,22,150,300,729
106,23,140,260,661
107,0,125,55,278
107,1,130,20,171
107,2,120,40,102
107,3,110,65,43
107,4,105,60,55
107,5,100,65,138
107,6,110,80,675
107,7,125,70,2267
107,8,140,70,4507
107,9,155,100,2323
107,10,160,120,1132
107,11,160,170,1053
107,12,170,160,1323
107,13,170,180,1346
107,14,165,215,1324
107,15,160,220,1387
107,16,150,280,1930
107,17,150,220,3721
107,18,140,220,3492
107,19,135,200,2133
107,20,130,180,1349
107,21,130,190,909
107,22,120,140,575
107,23,105,130,354
108,0,95,140,205
108,1,90,140,123
108,2,90,150,104
108,3,90,140,44
108,4,90,160,37
108,5,90,180,132
108,6,95,200,792
108,7,105,195,2460
108,8,120,250,4615
108,9,130,260,2347
108,10,135,240,1130
108,11,140,230,1059
108,12,140,250,1333
108,13,140,240,1306
108,14,140,240,1217
108,15,150,210,1295
108,16,140,240,2035
108,17,145,250,3739
108,18,140,230,3823
108,19,140,240,2133
108,20,130,260,1362
108,21,120,210,971
108,22,120,205,598
108,23,115,185,395
109,0,110,170,209
109,1,110,190,95
109,2,110,185,73
109,3,100,180,45
109,4,100,170,55
109,5,110,195,138
109,6,110,210,700
109,7,110,190,2375
109,8,125,205,4694
109,9,140,200,2313
109,10,150,230,1164
109,11,150,210,1081
109,12,155,230,1497
109,13,170,220,1398
109,14,170,280,1339
109,15,180,300,1593
109,16,180,280,2083
109,17,175,280,4091
109,18,170,305,4177
109,19,170,280,2558
109,20,155,230,1681
109,21,145,200,1075
109,22,135,170,789
109,23,125,160,484
110,0,120,130,301
110,1,110,110,161
110,2,110,90,86
110,3,110,65,61
110,4,110,80,58
110,5,110,100,136
110,6,125,70,719
110,7,145,210,2488
110,8,165,240,4723
110,9,175,250,2546
110,10,190,260,1318
110,11,200,290,1244
110,12,215,320,1663
110,13,210,305,1635
110,14,220,320,1705
110,15,210,330,1796
110,16,220,285,2438
110,17,215,285,4204
110,18,205,270,4183
110,19,190,250,2632
110,20,185,230,1790
110,21,175,190,1321
110,22,160,130,987
110,23,160,90,613
111,0,155,100,351
111,1,145,100,214
